TIMESTAMP,HEAD_POS_REL,HEAD_EULER_REL,CONTROLLER_1_POS_REL,CONTROLLER_1_EULER_REL,CONTROLLER_2_POS_REL,CONTROLLER_2_EULER_REL,CONTROLLER_1_POS_GLB,CONTROLLER_1_EULER_GLB,CONTROLLER_2_POS_GLB,CONTROLLER_2_EULER_GLB,NARRATIVE_EVENTS,SELECTABLE_ITEMS_SELECTED,NIGEL_LOOK_AT,NIGEL_LOOK_AWAY,BACKPACK_LOOK_AT,BACKPACK_LOOK_AWAY
2017-04-21-12-09-00-257000,"[-0.060555458068847656, 1.123840570449829, -0.153386652469635]","[84.25089263916016, -7.972715377807617, 2.3133060932159424]","[0.27733540534973145, 0.6313169002532959, 0.1711122989654541]","[71.29559326171875, -34.976112365722656, -8.441497802734375]","[0.28523826599121094, 0.6202430725097656, -0.4489172697067261]","[73.89274597167969, -22.43781280517578, 13.505221366882324]","[-0.1711122989654541, 0.6313169002532959, 0.27733540534973145]","[-18.704408645629883, -34.976112365722656, -8.441497802734375]","[0.4489172697067261, 0.6202430725097656, 0.28523826599121094]","[-16.107257843017578, -22.43781280517578, 13.505221366882324]",,,,,,
2017-04-21-12-09-00-503000,"[-0.05664384365081787, 1.1205570697784424, -0.16659307479858398]","[93.40122985839844, -6.148777961730957, 1.5213234424591064]","[0.27696359157562256, 0.6313962936401367, 0.17135953903198242]","[71.2757339477539, -35.069305419921875, -8.247424125671387]","[0.2920970916748047, 0.6302574872970581, -0.47456061840057373]","[83.57811737060547, -24.43362808227539, 3.140735387802124]","[-0.17135953903198242, 0.6313962936401367, 0.27696359157562256]","[-18.72426986694336, -35.069305419921875, -8.247424125671387]","[0.47456061840057373, 0.6302574872970581, 0.2920970916748047]","[-6.421882629394531, -24.43362808227539, 3.140735387802124]",,,,,,
2017-04-21-12-09-00-752000,"[-0.05520510673522949, 1.1177566051483154, -0.17488175630569458]","[97.08997344970703, -4.462043762207031, 0.7829060554504395]","[0.2774317264556885, 0.6321064233779907, 0.17127859592437744]","[71.31300354003906, -35.07709503173828, -8.32336711883545]","[0.3077582120895386, 0.624086856842041, -0.5240869522094727]","[103.99239349365234, -18.593748092651367, -8.220709800720215]","[-0.17127859592437744, 0.6321064233779907, 0.2774317264556885]","[-18.686992645263672, -35.07709503173828, -8.32336711883545]","[0.5240869522094727, 0.624086856842041, 0.3077582120895386]","[13.992395401000977, -18.593748092651367, -8.220709800720215]",,,,,,
2017-04-21-12-09-00-998000,"[-0.05336403846740723, 1.115671157836914, -0.17475813627243042]","[96.79802703857422, -3.254899501800537, 0.6028342843055725]","[0.2769472599029541, 0.6318637132644653, 0.17172086238861084]","[71.24415588378906, -35.077327728271484, -8.24806022644043]","[0.3089817762374878, 0.6206721067428589, -0.5328183174133301]","[108.46150970458984, -16.828454971313477, -8.593293190002441]","[-0.17172086238861084, 0.6318637132644653, 0.2769472599029541]","[-18.755840301513672, -35.077327728271484, -8.24806022644043]","[0.5328183174133301, 0.6206721067428589, 0.3089817762374878]","[18.461511611938477, -16.828454971313477, -8.593293190002441]",,,,,,
2017-04-21-12-09-01-245000,"[-0.04834270477294922, 1.110676646232605, -0.15178519487380981]","[82.88814544677734, -0.1969926953315735, 1.3517088890075684]","[0.2771005630493164, 0.6319472789764404, 0.17224693298339844]","[70.86507415771484, -34.990901947021484, -8.000911712646484]","[0.297015905380249, 0.5914305448532104, -0.4316452145576477]","[65.79471588134766, -6.80406379699707, 7.850940227508545]","[-0.17224693298339844, 0.6319472789764404, 0.2771005630493164]","[-19.134923934936523, -34.990901947021484, -8.000911712646484]","[0.4316452145576477, 0.5914305448532104, 0.297015905380249]","[-24.20528221130371, -6.80406379699707, 7.850940227508545]",,,,,,
2017-04-21-12-09-01-491000,"[-0.042426109313964844, 1.1020058393478394, -0.1386967897415161]","[77.60094451904297, 4.177422046661377, 2.316377878189087]","[0.2774919271469116, 0.631220817565918, 0.17107903957366943]","[71.33354187011719, -35.00246810913086, -8.38198184967041]","[0.2884058952331543, 0.5967980623245239, -0.4250829219818115]","[61.780887603759766, -8.11661434173584, 5.1431403160095215]","[-0.17107903957366943, 0.631220817565918, 0.2774919271469116]","[-18.666458129882812, -35.00246810913086, -8.38198184967041]","[0.4250829219818115, 0.5967980623245239, 0.2884058952331543]","[-28.219114303588867, -8.11661434173584, 5.1431403160095215]",,,,,,
2017-04-21-12-09-01-736000,"[-0.039424896240234375, 1.0994099378585815, -0.1369321346282959]","[77.02135467529297, 5.551485061645508, 2.4151253700256348]","[0.27708542346954346, 0.6310911178588867, 0.17167317867279053]","[71.16173553466797, -34.955501556396484, -8.276365280151367]","[0.2788255214691162, 0.5908814668655396, -0.3909021019935608]","[51.65802764892578, -3.9863905906677246, 2.33267879486084]","[-0.17167317867279053, 0.6310911178588867, 0.27708542346954346]","[-18.8382625579834, -34.955501556396484, -8.276365280151367]","[0.3909021019935608, 0.5908814668655396, 0.2788255214691162]","[-38.34197235107422, -3.9863905906677246, 2.33267879486084]",,,,,,
2017-04-21-12-09-01-982000,"[-0.03905296325683594, 1.0980260372161865, -0.14085453748703003]","[77.1299057006836, 6.401699066162109, 1.2208634614944458]","[0.2770092487335205, 0.6315256357192993, 0.17380297183990479]","[70.3226318359375, -34.79534912109375, -7.658790111541748]","[0.29793107509613037, 0.6300711631774902, -0.3446255326271057]","[57.73122787475586, -4.383578300476074, 7.132719039916992]","[-0.17380297183990479, 0.6315256357192993, 0.2770092487335205]","[-19.677371978759766, -34.79534912109375, -7.658790111541748]","[0.3446255326271057, 0.6300711631774902, 0.29793107509613037]","[-32.26877212524414, -4.383578300476074, 7.132719039916992]",,,,,,
2017-04-21-12-09-02-228000,"[-0.03825664520263672, 1.0974490642547607, -0.13500988483428955]","[76.90154266357422, 6.574653148651123, 2.026196002960205]","[0.2774631977081299, 0.6313811540603638, 0.1727280616760254]","[70.96661376953125, -34.84505081176758, -7.978294372558594]","[0.2991905212402344, 0.6222116947174072, -0.3637688159942627]","[61.00413513183594, -2.693171739578247, 8.055288314819336]","[-0.1727280616760254, 0.6313811540603638, 0.2774631977081299]","[-19.03338623046875, -34.84505081176758, -7.978294372558594]","[0.3637688159942627, 0.6222116947174072, 0.2991905212402344]","[-28.99586296081543, -2.693171739578247, 8.055288314819336]",,,,,,
2017-04-21-12-09-02-474000,"[-0.03900313377380371, 1.0979417562484741, -0.1372106671333313]","[76.57808685302734, 6.3487114906311035, 1.8786622285842896]","[0.27770543098449707, 0.6314306259155273, 0.1720120906829834]","[71.1282958984375, -34.837764739990234, -8.368419647216797]","[0.29709649085998535, 0.6273406744003296, -0.36078745126724243]","[59.5858268737793, -4.165852069854736, 7.923801422119141]","[-0.1720120906829834, 0.6314306259155273, 0.27770543098449707]","[-18.8717041015625, -34.837764739990234, -8.368419647216797]","[0.36078745126724243, 0.6273406744003296, 0.29709649085998535]","[-30.414173126220703, -4.165852069854736, 7.923801422119141]",,,,,,
2017-04-21-12-09-02-719000,"[-0.0401078462600708, 1.0992189645767212, -0.1373816728591919]","[76.87200164794922, 5.793106555938721, 1.7860240936279297]","[0.2779291868209839, 0.6313966512680054, 0.1724337339401245]","[71.02787780761719, -34.73291015625, -8.168035507202148]","[0.295451283454895, 0.6314992904663086, -0.3616807460784912]","[59.38698196411133, -6.379257678985596, 9.153491020202637]","[-0.1724337339401245, 0.6313966512680054, 0.2779291868209839]","[-18.97212028503418, -34.73291015625, -8.168035507202148]","[0.3616807460784912, 0.6314992904663086, 0.295451283454895]","[-30.613018035888672, -6.379257678985596, 9.153491020202637]",,,,,,
2017-04-21-12-09-02-803000,"[-0.04049229621887207, 1.0996651649475098, -0.13712269067764282]","[76.93345642089844, 5.638338088989258, 1.8080668449401855]","[0.2780580520629883, 0.6312097311019897, 0.17210853099822998]","[71.16497802734375, -34.73835754394531, -8.261824607849121]","[0.29458022117614746, 0.6290825605392456, -0.360706090927124]","[59.143367767333984, -5.603898525238037, 8.521204948425293]","[-0.17210853099822998, 0.6312097311019897, 0.2780580520629883]","[-18.83502197265625, -34.73835754394531, -8.261824607849121]","[0.360706090927124, 0.6290825605392456, 0.29458022117614746]","[-30.85663414001465, -5.603898525238037, 8.521204948425293]",,choice_5,,,,
2017-04-21-12-09-02-807000,"[-0.04049229621887207, 1.0996651649475098, -0.13712269067764282]","[76.93345642089844, 5.638338088989258, 1.8080668449401855]","[0.2780580520629883, 0.6312097311019897, 0.17210853099822998]","[71.16497802734375, -34.73835754394531, -8.261824607849121]","[0.29458022117614746, 0.6290825605392456, -0.360706090927124]","[59.143367767333984, -5.603898525238037, 8.521204948425293]","[-0.17210853099822998, 0.6312097311019897, 0.2780580520629883]","[-18.83502197265625, -34.73835754394531, -8.261824607849121]","[0.360706090927124, 0.6290825605392456, 0.29458022117614746]","[-30.85663414001465, -5.603898525238037, 8.521204948425293]",age_visible_off,,,,,
2017-04-21-12-09-02-903000,"[-0.04112088680267334, 1.1004459857940674, -0.13775986433029175]","[77.06761932373047, 5.260644912719727, 1.8093308210372925]","[0.2776510715484619, 0.6311780214309692, 0.17230010032653809]","[71.06175231933594, -34.76576614379883, -8.189629554748535]","[0.29555392265319824, 0.6273986101150513, -0.3664729595184326]","[59.88793182373047, -5.658233642578125, 8.761585235595703]","[-0.17230010032653809, 0.6311780214309692, 0.2776510715484619]","[-18.938247680664062, -34.76576614379883, -8.189629554748535]","[0.3664729595184326, 0.6273986101150513, 0.29555392265319824]","[-30.1120662689209, -5.658233642578125, 8.761585235595703]",pre_empathy_visible_on,,,,,
2017-04-21-12-09-02-964000,"[-0.04140365123748779, 1.1010210514068604, -0.1383916735649109]","[77.14678955078125, 4.919443607330322, 1.768974781036377]","[0.27785706520080566, 0.6312072277069092, 0.1719599962234497]","[71.15168762207031, -34.76637268066406, -8.30869197845459]","[0.29501163959503174, 0.6260495185852051, -0.37117499113082886]","[60.06855773925781, -5.602519512176514, 8.37075138092041]","[-0.1719599962234497, 0.6312072277069092, 0.27785706520080566]","[-18.848310470581055, -34.76637268066406, -8.30869197845459]","[0.37117499113082886, 0.6260495185852051, 0.29501163959503174]","[-29.931442260742188, -5.602519512176514, 8.37075138092041]",,,,,,
2017-04-21-12-09-03-210000,"[-0.04584622383117676, 1.1126102209091187, -0.14351296424865723]","[79.16032409667969, -1.438223958015442, 2.532498836517334]","[0.2779500484466553, 0.6313071250915527, 0.1710740327835083]","[71.41663360595703, -34.858299255371094, -8.72497844696045]","[0.30567026138305664, 0.6350007057189941, -0.45312952995300293]","[78.57844543457031, -19.17317771911621, 9.972583770751953]","[-0.1710740327835083, 0.6313071250915527, 0.2779500484466553]","[-18.583364486694336, -34.858299255371094, -8.72497844696045]","[0.45312952995300293, 0.6350007057189941, 0.30567026138305664]","[-11.421553611755371, -19.17317771911621, 9.972583770751953]",,,,,,
2017-04-21-12-09-03-457000,"[-0.05915868282318115, 1.1250108480453491, -0.14234447479248047]","[75.90801239013672, -8.855920791625977, 3.0171990394592285]","[0.2781987190246582, 0.6317212581634521, 0.17035150527954102]","[71.63626861572266, -34.883296966552734, -9.083247184753418]","[0.2984898090362549, 0.6264420747756958, -0.47259676456451416]","[84.65448760986328, -24.446622848510742, 10.090706825256348]","[-0.17035150527954102, 0.6317212581634521, 0.2781987190246582]","[-18.36373519897461, -34.883296966552734, -9.083247184753418]","[0.47259676456451416, 0.6264420747756958, 0.2984898090362549]","[-5.345515727996826, -24.446622848510742, 10.090706825256348]",,,,,,
2017-04-21-12-09-03-708000,"[-0.06832265853881836, 1.1300501823425293, -0.12928110361099243]","[71.26654052734375, -12.234230995178223, 4.937872409820557]","[0.27742433547973633, 0.6315826177597046, 0.17135143280029297]","[71.45173645019531, -34.97098159790039, -8.389806747436523]","[0.2998313903808594, 0.6283360719680786, -0.4746767282485962]","[83.8040542602539, -23.383649826049805, 3.918513298034668]","[-0.17135143280029297, 0.6315826177597046, 0.27742433547973633]","[-18.548263549804688, -34.97098159790039, -8.389806747436523]","[0.4746767282485962, 0.6283360719680786, 0.2998313903808594]","[-6.195949077606201, -23.383649826049805, 3.918513298034668]",,,,,,
2017-04-21-12-09-03-954000,"[-0.07431459426879883, 1.1351165771484375, -0.12998080253601074]","[73.47440338134766, -15.762493133544922, 6.72330379486084]","[0.2770458459854126, 0.6318538188934326, 0.17123174667358398]","[71.4019775390625, -35.17245864868164, -8.335729598999023]","[0.29976367950439453, 0.6300498247146606, -0.4783031940460205]","[84.90103149414062, -23.756868362426758, 1.0897494554519653]","[-0.17123174667358398, 0.6318538188934326, 0.2770458459854126]","[-18.598020553588867, -35.17245864868164, -8.335729598999023]","[0.4783031940460205, 0.6300498247146606, 0.29976367950439453]","[-5.098968982696533, -23.756868362426758, 1.0897494554519653]",,,,,,
2017-04-21-12-09-04-201000,"[-0.07844722270965576, 1.1393934488296509, -0.14105141162872314]","[77.70482635498047, -19.026037216186523, 5.860285758972168]","[0.27736973762512207, 0.6318098306655884, 0.17057764530181885]","[71.63277435302734, -35.15162658691406, -8.712274551391602]","[0.2990412712097168, 0.6318310499191284, -0.48132312297821045]","[85.602783203125, -24.363313674926758, -0.8754780888557434]","[-0.17057764530181885, 0.6318098306655884, 0.27736973762512207]","[-18.367225646972656, -35.15162658691406, -8.712274551391602]","[0.48132312297821045, 0.6318310499191284, 0.2990412712097168]","[-4.397218227386475, -24.363313674926758, -0.8754780888557434]",,,,,,
2017-04-21-12-09-04-450000,"[-0.07893252372741699, 1.1406687498092651, -0.14975643157958984]","[81.852294921875, -19.973674774169922, 4.15491247177124]","[0.2776530981063843, 0.6319843530654907, 0.1704491376876831]","[71.72750091552734, -35.12510299682617, -8.825377464294434]","[0.2991257905960083, 0.6318273544311523, -0.4820025563240051]","[85.99288177490234, -24.448741912841797, -1.0058995485305786]","[-0.1704491376876831, 0.6319843530654907, 0.2776530981063843]","[-18.272499084472656, -35.12510299682617, -8.825377464294434]","[0.4820025563240051, 0.6318273544311523, 0.2991257905960083]","[-4.007119655609131, -24.448741912841797, -1.0058995485305786]",,,,,,
2017-04-21-12-09-04-697000,"[-0.07904839515686035, 1.140697717666626, -0.14832550287246704]","[81.07719421386719, -19.983211517333984, 4.420090675354004]","[0.27773332595825195, 0.631583571434021, 0.17026209831237793]","[71.68991088867188, -35.108882904052734, -8.79743766784668]","[0.299289345741272, 0.6319452524185181, -0.4822525978088379]","[86.07845306396484, -24.57624053955078, -1.0862293243408203]","[-0.17026209831237793, 0.631583571434021, 0.27773332595825195]","[-18.310091018676758, -35.108882904052734, -8.79743766784668]","[0.4822525978088379, 0.6319452524185181, 0.299289345741272]","[-3.9215469360351562, -24.57624053955078, -1.0862293243408203]",,,,,,
2017-04-21-12-09-04-947000,"[-0.07930552959442139, 1.140625, -0.14846718311309814]","[81.3199691772461, -19.98652458190918, 4.3324294090271]","[0.27769577503204346, 0.6316742897033691, 0.1702643632888794]","[71.7551498413086, -35.1077880859375, -8.837912559509277]","[0.29897570610046387, 0.6318708658218384, -0.4819594621658325]","[85.96546936035156, -24.530637741088867, -1.0685101747512817]","[-0.1702643632888794, 0.6316742897033691, 0.27769577503204346]","[-18.24485206604004, -35.1077880859375, -8.837912559509277]","[0.4819594621658325, 0.6318708658218384, 0.29897570610046387]","[-4.034530162811279, -24.530637741088867, -1.0685101747512817]",,,,,,
2017-04-21-12-09-05-195000,"[-0.07939338684082031, 1.1405341625213623, -0.1491260528564453]","[81.43899536132812, -19.86760139465332, 4.297307014465332]","[0.2779287099838257, 0.6316064596176147, 0.17000019550323486]","[71.78292083740234, -35.08192443847656, -8.907325744628906]","[0.299049973487854, 0.6322363615036011, -0.4826592206954956]","[86.15521240234375, -24.60292625427246, -1.5009652376174927]","[-0.17000019550323486, 0.6316064596176147, 0.2779287099838257]","[-18.21707534790039, -35.08192443847656, -8.907325744628906]","[0.4826592206954956, 0.6322363615036011, 0.299049973487854]","[-3.8447868824005127, -24.60292625427246, -1.5009652376174927]",,,,,,
2017-04-21-12-09-05-444000,"[-0.07982170581817627, 1.1406095027923584, -0.14888566732406616]","[81.64338684082031, -19.808544158935547, 4.315687656402588]","[0.2777806520462036, 0.6313953399658203, 0.17005622386932373]","[71.82403564453125, -35.048343658447266, -8.915730476379395]","[0.299052357673645, 0.6318885087966919, -0.4823768138885498]","[85.9941635131836, -24.39181900024414, -1.4821863174438477]","[-0.17005622386932373, 0.6313953399658203, 0.2777806520462036]","[-18.175962448120117, -35.048343658447266, -8.915730476379395]","[0.4823768138885498, 0.6318885087966919, 0.299052357673645]","[-4.005836009979248, -24.39181900024414, -1.4821863174438477]",,,,,,
2017-04-21-12-09-05-690000,"[-0.08016705513000488, 1.1406621932983398, -0.1490037441253662]","[81.87933349609375, -19.820741653442383, 4.253772258758545]","[0.2779334783554077, 0.6314108371734619, 0.16996586322784424]","[71.86965942382812, -35.006317138671875, -8.929728507995605]","[0.2991020679473877, 0.6315250396728516, -0.48230814933776855]","[86.03548431396484, -24.397632598876953, -1.2976934909820557]","[-0.16996586322784424, 0.6314108371734619, 0.2779334783554077]","[-18.13034439086914, -35.006317138671875, -8.929728507995605]","[0.48230814933776855, 0.6315250396728516, 0.2991020679473877]","[-3.9645168781280518, -24.397632598876953, -1.2976934909820557]",,,,,,
2017-04-21-12-09-05-937000,"[-0.08080053329467773, 1.1415228843688965, -0.15041154623031616]","[82.29426574707031, -20.289955139160156, 4.001902103424072]","[0.27797484397888184, 0.6309999227523804, 0.16968011856079102]","[71.90670776367188, -35.01218795776367, -8.982975959777832]","[0.2990872859954834, 0.6318089962005615, -0.48259681463241577]","[86.1279296875, -24.49256134033203, -1.4002315998077393]","[-0.16968011856079102, 0.6309999227523804, 0.27797484397888184]","[-18.09329605102539, -35.01218795776367, -8.982975959777832]","[0.48259681463241577, 0.6318089962005615, 0.2990872859954834]","[-3.8720686435699463, -24.49256134033203, -1.4002315998077393]",,,,,,
